cd_ibge;municipio;gde_regiao;mes;casos_novos;pop;pop_60;obitos;area
3529005;Marília;Interior;Agosto;822;231554;40831;11;117052
3529104;Marinópolis;Interior;Agosto;14;2097;406;0;7783
3529203;Martinópolis;Interior;Agosto;103;25668;4344;5;125356
3529302;Matão;Interior;Agosto;232;80020;13454;4;5249
3529401;Mauá;RMSP (exceto capital);Agosto;1600;460132;57797;85;6191
3529500;Mendonça;Interior;Agosto;42;5043;928;3;19515
3529609;Meridiano;Interior;Agosto;76;3739;781;1;2282
3529658;Mesópolis;Interior;Agosto;5;1893;368;0;14864
3529708;Miguelópolis;Interior;Agosto;196;21424;3247;2;82085
3529807;Mineiros do Tietê;Interior;Agosto;75;12597;2057;1;21324
3529906;Miracatu;Interior;Agosto;70;19934;2946;1;100148
3530003;Mira Estrela;Interior;Agosto;15;2939;679;0;21683
3530102;Mirandópolis;Interior;Agosto;121;28646;5119;2;91769
3530201;Mirante do Paranapanema;Interior;Agosto;35;17769;3373;1;123893
3530300;Mirassol;Interior;Agosto;595;57824;10113;5;24323
3530409;Mirassolândia;Interior;Agosto;43;4702;848;1;16613
3530508;Mococa;Interior;Agosto;279;66753;12553;6;85516
3530607;Mogi das Cruzes;RMSP (exceto capital);Agosto;2450;432905;60748;81;71254
3530706;Mogi Guaçu;Interior;Agosto;505;148325;23961;18;81275
3530805;Mogi Mirim;Interior;Agosto;556;90439;16221;5;49771
3530904;Mombuca;Interior;Agosto;9;3332;476;0;1337
3531001;Monções;Interior;Agosto;9;2175;485;1;10435
3531100;Mongaguá;Interior;Agosto;237;54610;9236;4;14321
3531209;Monte Alegre do Sul;Interior;Agosto;26;7749;1494;0;11031
3531308;Monte Alto;Interior;Agosto;345;48405;9292;7;34695
3531407;Monte Aprazível;Interior;Agosto;217;23458;4433;5;49556
3531506;Monte Azul Paulista;Interior;Agosto;47;18191;3362;0;26346
3531605;Monte Castelo;Interior;Agosto;45;3991;936;1;23355
3531704;Monteiro Lobato;Interior;Agosto;21;4465;820;0;33274
3531803;Monte Mor;Interior;Agosto;456;59614;7075;10;24057
3531902;Morro Agudo;Interior;Agosto;467;32332;3967;6;138813
3532009;Morungaba;Interior;Agosto;28;13247;1927;0;14675
3532058;Motuca;Interior;Agosto;13;4638;739;3;2287
3532108;Murutinga do Sul;Interior;Agosto;7;4281;979;0;25087
3532157;Nantes;Interior;Agosto;9;3071;395;0;28665
3532207;Narandiba;Interior;Agosto;32;4841;650;0;35733
3532306;Natividade da Serra;Interior;Agosto;16;6698;1435;0;83337
3532405;Nazaré Paulista;Interior;Agosto;78;18445;2953;2;32625
3532504;Neves Paulista;Interior;Agosto;68;8620;1987;1;21905
3532603;Nhandeara;Interior;Agosto;49;10782;2528;1;43616
3532702;Nipoã;Interior;Agosto;49;4969;676;1;13761
3532801;Nova Aliança;Interior;Agosto;70;6450;1192;1;21752
3532827;Nova Campina;Interior;Agosto;11;9675;986;0;38538
3532843;Nova Canaã Paulista;Interior;Agosto;26;1937;552;0;12447
3532868;Nova Castilho;Interior;Agosto;8;1176;215;0;1834
3532900;Nova Europa;Interior;Agosto;56;10749;1437;0;16025
3533007;Nova Granada;Interior;Agosto;274;20918;3464;4;5318
3533106;Nova Guataporanga;Interior;Agosto;9;2191;507;0;3416
3533205;Nova Independência;Interior;Agosto;40;3731;494;1;26503
3533254;Novais;Interior;Agosto;18;5509;609;2;11777
3533304;Nova Luzitânia;Interior;Agosto;28;4044;630;0;7382
3533403;Nova Odessa;Interior;Agosto;303;58039;8753;10;7379
3533502;Novo Horizonte;Interior;Agosto;276;38954;6952;2;93174
3533601;Nuporanga;Interior;Agosto;20;7268;1273;1;34827
3533700;Ocauçu;Interior;Agosto;15;4146;783;0;30104
3533809;Óleo;Interior;Agosto;2;2527;597;0;19894
3533908;Olímpia;Interior;Agosto;1149;52516;9595;27;80256
3534005;Onda Verde;Interior;Agosto;68;4225;632;0;24295
3534104;Oriente;Interior;Agosto;37;6265;1212;0;21867
3534203;Orindiúva;Interior;Agosto;116;6866;769;1;24738
3534302;Orlândia;Interior;Agosto;264;42266;6797;11;29177
3534401;Osasco;RMSP (exceto capital);Agosto;2655;680964;93147;111;6495
3534500;Oscar Bressane;Interior;Agosto;5;2514;605;0;22213
3534609;Osvaldo Cruz;Interior;Agosto;89;31263;6674;3;24804
3534708;Ourinhos;Interior;Agosto;685;110489;18745;8;29582
3534757;Ouroeste;Interior;Agosto;82;9777;1531;0;28865
3534807;Ouro Verde;Interior;Agosto;11;8268;1342;0;26678
3534906;Pacaembu;Interior;Agosto;43;13056;2434;0;33938
3535002;Palestina;Interior;Agosto;47;12160;2290;1;6977
3535101;Palmares Paulista;Interior;Agosto;181;12997;1248;5;8213
3535200;Palmeira d'Oeste;Interior;Agosto;42;9130;2193;1;31874
3535309;Palmital;Interior;Agosto;108;21599;4425;0;54841
3535408;Panorama;Interior;Agosto;24;15199;2341;1;35605
3535507;Paraguaçu Paulista;Interior;Agosto;101;44180;7098;3;100149
3535606;Paraibuna;Interior;Agosto;56;18230;3013;8;80958
3535705;Paraíso;Interior;Agosto;70;6269;1113;0;15519
3535804;Paranapanema;Interior;Agosto;77;19962;2683;0;101872
3535903;Paranapuã;Interior;Agosto;29;3892;783;2;14035
3536000;Parapuã;Interior;Agosto;7;10507;2247;0;36666
3536109;Pardinho;Interior;Agosto;55;6392;914;0;20989
3536208;Pariquera-Açu;Interior;Agosto;145;19251;2926;3;35941
3536257;Parisi;Interior;Agosto;41;2054;458;1;8474
3536307;Patrocínio Paulista;Interior;Agosto;39;14463;2222;1;60285
3536406;Paulicéia;Interior;Agosto;19;7146;997;0;37409
3536505;Paulínia;Interior;Agosto;1628;105037;12690;31;13878
3536570;Paulistânia;Interior;Agosto;2;1769;326;0;25618
3536604;Paulo de Faria;Interior;Agosto;102;8521;1433;1;73799
3536703;Pederneiras;Interior;Agosto;152;45570;6644;3;72874
3536802;Pedra Bela;Interior;Agosto;20;5964;1147;0;15859
3536901;Pedranópolis;Interior;Agosto;8;2422;596;0;2601
3537008;Pedregulho;Interior;Agosto;44;16279;2558;0;7126
3537107;Pedreira;Interior;Agosto;261;46548;7069;3;10882
3537156;Pedrinhas Paulista;Interior;Agosto;7;3010;581;0;15231
3537206;Pedro de Toledo;Interior;Agosto;26;10977;1813;0;67044
3537305;Penápolis;Interior;Agosto;375;60774;11490;9;71132
3537404;Pereira Barreto;Interior;Agosto;80;25391;4495;0;97425
3537503;Pereiras;Interior;Agosto;23;8428;1408;0;22314
3537602;Peruíbe;Interior;Agosto;404;66201;11193;4;32622
3537701;Piacatu;Interior;Agosto;75;5891;1010;0;23249
3537800;Piedade;Interior;Agosto;210;53536;8755;2;74687
3537909;Pilar do Sul;Interior;Agosto;78;28221;4259;0;68125
3538006;Pindamonhangaba;Interior;Agosto;857;163611;23934;6;730
3538105;Pindorama;Interior;Agosto;193;16255;2914;5;18483
3538204;Pinhalzinho;Interior;Agosto;66;14755;2867;0;15453
3538303;Piquerobi;Interior;Agosto;26;3535;686;0;48277
3538501;Piquete;Interior;Agosto;71;13647;2694;1;176
3538600;Piracaia;Interior;Agosto;145;26287;4407;0;38557
3538709;Piracicaba;Interior;Agosto;3307;389873;64835;91;137807
3538808;Piraju;Interior;Agosto;32;28574;5424;1;50459
3538907;Pirajuí;Interior;Agosto;167;23259;3878;5;82376
3539004;Pirangi;Interior;Agosto;130;10823;2163;5;21581
3539103;Pirapora do Bom Jesus;RMSP (exceto capital);Agosto;191;18851;1853;1;10849
3539202;Pirapozinho;Interior;Agosto;179;27213;4312;4;47767
3539301;Pirassununga;Interior;Agosto;371;73706;13461;6;72712
3539400;Piratininga;Interior;Agosto;63;13213;2371;1;40241
3539509;Pitangueiras;Interior;Agosto;314;38584;4770;8;43064
3539608;Planalto;Interior;Agosto;40;5167;712;0;28983
3539707;Platina;Interior;Agosto;4;3501;572;0;32748
3539806;Poá;RMSP (exceto capital);Agosto;527;115538;15261;20;1726
3539905;Poloni;Interior;Agosto;16;5667;1140;1;13512
3540002;Pompéia;Interior;Agosto;62;21282;3745;0;78467
3540101;Pongaí;Interior;Agosto;37;3351;793;0;1834
3540200;Pontal;Interior;Agosto;333;49283;4583;12;35637
3540259;Pontalinda;Interior;Agosto;21;4487;679;0;20953
3540309;Pontes Gestal;Interior;Agosto;63;2528;517;0;21751
3540408;Populina;Interior;Agosto;11;3995;926;0;31594
3540507;Porangaba;Interior;Agosto;7;9310;1838;0;26569
3540606;Porto Feliz;Interior;Agosto;291;51697;8064;2;55671
3540705;Porto Ferreira;Interior;Agosto;458;54102;8977;7;24491
3540754;Potim;Interior;Agosto;103;20702;2159;2;4447
3540804;Potirendaba;Interior;Agosto;155;16605;3085;3;34249
3540853;Pracinha;Interior;Agosto;0;2913;291;0;6305
3540903;Pradópolis;Interior;Agosto;300;20907;2717;6;16738
3541000;Praia Grande;Interior;Agosto;1571;316844;47218;27;14925
3541059;Pratânia;Interior;Agosto;19;5156;629;0;1751
3541109;Presidente Alves;Interior;Agosto;38;4020;775;1;28664
3541208;Presidente Bernardes;Interior;Agosto;64;13720;2965;3;74923
3541307;Presidente Epitácio;Interior;Agosto;204;42400;6951;3;126028
3541406;Presidente Prudente;Interior;Agosto;1423;221073;39118;45;56064
3541505;Presidente Venceslau;Interior;Agosto;136;38005;7295;1;7552
3541604;Promissão;Interior;Agosto;639;39667;6149;1;7792
3541653;Quadra;Interior;Agosto;4;3708;641;0;20567
3541703;Quatá;Interior;Agosto;38;13935;2058;2;65134
3541802;Queiroz;Interior;Agosto;3;3279;408;0;23491
3541901;Queluz;Interior;Agosto;110;12644;1688;3;2494
3542008;Quintana;Interior;Agosto;32;6500;1157;0;31894
3542107;Rafard;Interior;Agosto;33;8976;1373;0;12165
3542206;Rancharia;Interior;Agosto;330;28847;5081;8;15875
3542305;Redenção da Serra;Interior;Agosto;4;3837;763;0;30944
3542404;Regente Feijó;Interior;Agosto;32;19491;3435;1;26328
3542503;Reginópolis;Interior;Agosto;9;7215;1037;0;41041
3542602;Registro;Interior;Agosto;495;54216;8438;13;7222
3542701;Restinga;Interior;Agosto;16;7493;946;0;24575
3542800;Ribeira;Interior;Agosto;14;3242;633;0;33576
3542909;Ribeirão Bonito;Interior;Agosto;57;12959;1890;2;47155
3543006;Ribeirão Branco;Interior;Agosto;66;17685;2214;1;6975
3543105;Ribeirão Corrente;Interior;Agosto;9;4664;655;0;14833
3543204;Ribeirão do Sul;Interior;Agosto;10;4360;892;1;20321
3543238;Ribeirão dos Índios;Interior;Agosto;1;2141;503;0;19645
3543253;Ribeirão Grande;Interior;Agosto;10;7510;1162;0;33336
3543303;Ribeirão Pires;RMSP (exceto capital);Agosto;308;118968;19424;8;9908
3543402;Ribeirão Preto;Interior;Agosto;6466;683777;110330;194;65092
3543501;Riversul;Interior;Agosto;4;5705;1113;0;38588
3543600;Rifaina;Interior;Agosto;34;3468;669;1;16251
3543709;Rincão;Interior;Agosto;37;10496;1642;2;31664
3543808;Rinópolis;Interior;Agosto;17;9720;2130;0;35848
3543907;Rio Claro;Interior;Agosto;1338;201212;33922;35;49842
3544004;Rio das Pedras;Interior;Agosto;226;34416;4227;13;22666
3544103;Rio Grande da Serra;RMSP (exceto capital);Agosto;152;49816;5829;5;3634
3544202;Riolândia;Interior;Agosto;158;11431;1461;1;6319
3544251;Rosana;Interior;Agosto;48;18387;3132;0;74401
3544301;Roseira;Interior;Agosto;94;10642;1468;0;13065
3544400;Rubiácea;Interior;Agosto;3;3106;429;0;23648
3544509;Rubinéia;Interior;Agosto;13;2989;720;1;24288
3544608;Sabino;Interior;Agosto;7;5468;1103;2;30529
3544707;Sagres;Interior;Agosto;3;2362;507;0;14794
3544806;Sales;Interior;Agosto;24;6050;1165;0;30856
3544905;Sales Oliveira;Interior;Agosto;126;11518;2044;2;30578
3545001;Salesópolis;RMSP (exceto capital);Agosto;64;16838;2512;2;425
3545100;Salmourão;Interior;Agosto;0;5117;923;0;17293
3545159;Saltinho;Interior;Agosto;23;7860;1479;0;9974
3545209;Salto;Interior;Agosto;1094;115372;16885;15;13306
3545308;Salto de Pirapora;Interior;Agosto;334;44223;6579;7;28051
3545407;Salto Grande;Interior;Agosto;19;9095;1625;0;18844
3545506;Sandovalina;Interior;Agosto;11;4211;550;1;45586
3545605;Santa Adélia;Interior;Agosto;137;14892;2584;2;33027
3545704;Santa Albertina;Interior;Agosto;55;5672;1304;0;27269
3545803;Santa Bárbara d'Oeste;Interior;Agosto;2168;188745;31384;52;27103
3546009;Santa Branca;Interior;Agosto;67;14179;2465;1;27224
3546108;Santa Clara d'Oeste;Interior;Agosto;17;2006;448;0;18346
3546207;Santa Cruz da Conceição;Interior;Agosto;22;4349;860;0;15013
3546256;Santa Cruz da Esperança;Interior;Agosto;4;2077;377;0;14806
3546306;Santa Cruz das Palmeiras;Interior;Agosto;508;33729;4721;6;29534
3546405;Santa Cruz do Rio Pardo;Interior;Agosto;129;46110;8329;1;111475
3546504;Santa Ernestina;Interior;Agosto;34;5525;728;1;13442
3546603;Santa Fé do Sul;Interior;Agosto;305;30804;6215;10;20654
3546702;Santa Gertrudes;Interior;Agosto;395;26189;2736;8;9829
3546801;Santa Isabel;RMSP (exceto capital);Agosto;380;55086;8115;12;36333
3546900;Santa Lúcia;Interior;Agosto;20;8562;1150;1;15403
3547007;Santa Maria da Serra;Interior;Agosto;14;6141;793;0;25262
3547106;Santa Mercedes;Interior;Agosto;1;2813;503;0;16675
3547205;Santana da Ponte Pensa;Interior;Agosto;3;1509;444;0;12989
3547304;Santana de Parnaíba;RMSP (exceto capital);Agosto;852;138132;16604;20;17995
3547403;Santa Rita d'Oeste;Interior;Agosto;14;2404;667;0;2098
3547502;Santa Rita do Passa Quatro;Interior;Agosto;100;26385;5912;5;75414
3547601;Santa Rosa de Viterbo;Interior;Agosto;65;25604;4413;1;28858
3547650;Santa Salete;Interior;Agosto;8;1440;359;0;7919
3547700;Santo Anastácio;Interior;Agosto;81;20127;3961;1;55288
3547809;Santo André;RMSP (exceto capital);Agosto;3631;693867;123293;134;17578
3547908;Santo Antônio da Alegria;Interior;Agosto;20;6637;1255;0;31031
3548005;Santo Antônio de Posse;Interior;Agosto;298;22849;3160;2;15413
3548054;Santo Antônio do Aracanguá;Interior;Agosto;23;8252;1293;1;130843
3548104;Santo Antônio do Jardim;Interior;Agosto;28;5826;1169;0;10996
3548203;Santo Antônio do Pinhal;Interior;Agosto;23;6628;1061;1;13301
3548302;Santo Expedito;Interior;Agosto;5;2972;585;0;9447
3548401;Santópolis do Aguapeí;Interior;Agosto;10;4668;700;0;12803
3548500;Santos;Interior;Agosto;4212;428703;95433;98;28103
3548609;São Bento do Sapucaí;Interior;Agosto;9;10530;2027;0;25258
3548708;São Bernardo do Campo;RMSP (exceto capital);Agosto;5690;812086;122274;155;40953
3548807;São Caetano do Sul;RMSP (exceto capital);Agosto;993;151244;34932;38;1533
3548906;São Carlos;Interior;Agosto;858;242632;40879;13;113691
3549003;São Francisco;Interior;Agosto;38;2677;612;3;7558
3549102;São João da Boa Vista;Interior;Agosto;243;87340;16640;4;5164
3549201;São João das Duas Pontes;Interior;Agosto;15;2476;489;2;12946
3549250;São João de Iracema;Interior;Agosto;15;1850;357;0;1784
3549300;São João do Pau d'Alho;Interior;Agosto;0;1985;529;0;11767
3549409;São Joaquim da Barra;Interior;Agosto;327;50274;8130;8;41086
3549508;São José da Bela Vista;Interior;Agosto;11;8727;1206;1;27695
3549607;São José do Barreiro;Interior;Agosto;16;4070;703;1;57069
3549706;São José do Rio Pardo;Interior;Agosto;143;53206;10348;8;41968
3549805;São José do Rio Preto;Interior;Agosto;7953;447924;79391;185;43194
3549904;São José dos Campos;Interior;Agosto;5965;710654;103840;141;109941
3549953;São Lourenço da Serra;RMSP (exceto capital);Agosto;64;15579;2134;1;18646
3550001;São Luiz do Paraitinga;Interior;Agosto;4;10569;1985;1;61732
3550100;São Manuel;Interior;Agosto;93;39574;6377;3;65073
3550209;São Miguel Arcanjo;Interior;Agosto;71;32000;4774;2;93034
3550308;São Paulo;Capital;Agosto;60389;11869660;1853286;1859;152111
3550407;São Pedro;Interior;Agosto;135;34208;6296;1;61128
3550506;São Pedro do Turvo;Interior;Agosto;53;7369;1272;0;73122
3550605;São Roque;Interior;Agosto;208;87435;14389;2;30691
3550704;São Sebastião;Interior;Agosto;433;87135;10052;15;4024
3550803;São Sebastião da Grama;Interior;Agosto;45;11936;2138;3;25241
3550902;São Simão;Interior;Agosto;68;14847;2659;1;61725
3551009;São Vicente;Interior;Agosto;1261;357929;53994;74;1481
3551108;Sarapuí;Interior;Agosto;3;10110;1478;1;35259
3551207;Sarutaiá;Interior;Agosto;10;3646;643;1;14161
3551306;Sebastianópolis do Sul;Interior;Agosto;13;3293;673;0;16785
3551405;Serra Azul;Interior;Agosto;67;12282;1425;0;28314
3551504;Serrana;Interior;Agosto;316;44434;4998;16;12605
3551603;Serra Negra;Interior;Agosto;72;27440;5669;0;20373
3551702;Sertãozinho;Interior;Agosto;1006;122355;17281;37;40309
3551801;Sete Barras;Interior;Agosto;166;12628;2076;3;10627
3551900;Severínia;Interior;Agosto;311;17126;2206;6;14046
3552007;Silveiras;Interior;Agosto;7;6204;1026;0;41478
3552106;Socorro;Interior;Agosto;204;38783;7970;3;44903
3552205;Sorocaba;Interior;Agosto;3673;658547;96498;92;45038
3552304;Sud Mennucci;Interior;Agosto;72;7713;1262;0;59474
3552403;Sumaré;Interior;Agosto;1644;283212;34837;58;15347
3552502;Suzano;RMSP (exceto capital);Agosto;1322;291002;37156;31;20624
3552551;Suzanápolis;Interior;Agosto;11;3947;642;0;33059
3552601;Tabapuã;Interior;Agosto;135;11892;2236;2;34579
3552700;Tabatinga;Interior;Agosto;78;15897;2365;2;3686
3552809;Taboão da Serra;RMSP (exceto capital);Agosto;1906;283871;32713;76;2039
3552908;Taciba;Interior;Agosto;18;6054;966;0;60727
3553005;Taguaí;Interior;Agosto;44;13319;1702;0;14533
3553104;Taiaçu;Interior;Agosto;92;6037;1034;1;10706
3553203;Taiúva;Interior;Agosto;179;6278;1147;2;13246
3553302;Tambaú;Interior;Agosto;192;22803;4056;2;56179
3553401;Tanabi;Interior;Agosto;447;25105;5024;4;74722
3553500;Tapiraí;Interior;Agosto;14;7699;1170;1;7551
3553609;Tapiratiba;Interior;Agosto;58;12610;2257;1;22189
3553658;Taquaral;Interior;Agosto;48;2751;505;0;5389
3553708;Taquaritinga;Interior;Agosto;250;54499;9495;6;59434
3553807;Taquarituba;Interior;Agosto;23;23193;3791;1;44852
3553856;Taquarivaí;Interior;Agosto;12;5746;646;0;23179
3553906;Tarabai;Interior;Agosto;34;7269;986;1;20139
3553955;Tarumã;Interior;Agosto;41;14806;1865;0;30291
3554003;Tatuí;Interior;Agosto;706;120123;17470;16;52375
3554102;Taubaté;Interior;Agosto;1287;307361;47104;45;625
3554201;Tejupá;Interior;Agosto;1;4697;751;0;29619
3554300;Teodoro Sampaio;Interior;Agosto;110;22414;3160;2;15558
3554409;Terra Roxa;Interior;Agosto;79;9121;1488;0;22154
3554508;Tietê;Interior;Agosto;237;41073;6467;3;4044
3554607;Timburi;Interior;Agosto;5;2557;551;1;19679
3554656;Torre de Pedra;Interior;Agosto;5;2320;457;0;7135
3554706;Torrinha;Interior;Agosto;32;9713;1904;0;31527
3554755;Trabiju;Interior;Agosto;7;1703;281;0;6342
3554805;Tremembé;Interior;Agosto;110;45978;6344;1;19109
3554904;Três Fronteiras;Interior;Agosto;85;5547;1221;5;15159
3554953;Tuiuti;Interior;Agosto;21;6557;1333;0;12673
3555000;Tupã;Interior;Agosto;318;62843;13256;9;62799
3555109;Tupi Paulista;Interior;Agosto;49;14878;3292;0;24477
3555208;Turiúba;Interior;Agosto;6;1912;477;0;15324
3555307;Turmalina;Interior;Agosto;12;1805;491;0;1478
3555356;Ubarana;Interior;Agosto;107;6066;775;1;20986
3555406;Ubatuba;Interior;Agosto;538;88916;11869;9;70811
3555505;Ubirajara;Interior;Agosto;6;4663;848;0;28218
3555604;Uchoa;Interior;Agosto;118;9683;1966;1;25243
3555703;União Paulista;Interior;Agosto;27;1739;280;1;7906
3555802;Urânia;Interior;Agosto;121;8611;1966;4;20926
3555901;Uru;Interior;Agosto;33;1207;258;0;1469
3556008;Urupês;Interior;Agosto;84;13164;2726;3;32392
3556107;Valentim Gentil;Interior;Agosto;302;12770;2027;4;14974
3556206;Valinhos;Interior;Agosto;877;124742;20141;29;14854
3556305;Valparaíso;Interior;Agosto;204;23988;3207;7;85766
3556354;Vargem;Interior;Agosto;8;10000;1730;0;1426
3556404;Vargem Grande do Sul;Interior;Agosto;175;41501;6921;3;26718
3556453;Vargem Grande Paulista;RMSP (exceto capital);Agosto;116;52762;6337;5;4249
3556503;Várzea Paulista;Interior;Agosto;468;120535;15274;12;3512
3556602;Vera Cruz;Interior;Agosto;52;10524;2066;1;24772
3556701;Vinhedo;Interior;Agosto;536;77521;11665;11;816
3556800;Viradouro;Interior;Agosto;127;18347;2985;2;21773
3556909;Vista Alegre do Alto;Interior;Agosto;47;8014;1107;0;9543
3556958;Vitória Brasil;Interior;Agosto;6;1760;353;0;4983
3557006;Votorantim;Interior;Agosto;670;119824;16378;15;18352
3557105;Votuporanga;Interior;Agosto;1784;91760;17203;30;4207
3557154;Zacarias;Interior;Agosto;24;2560;481;0;31906
3557204;Chavantes;Interior;Agosto;39;12223;2098;0;18873
3557303;Estiva Gerbi;Interior;Agosto;22;11079;1606;0;7414
3500105;Adamantina;Interior;Setembro;113;33894;7398;4;41199
3500204;Adolfo;Interior;Setembro;28;3447;761;1;21106
3500303;Aguaí;Interior;Setembro;48;35608;5245;1;47455
3500402;Águas da Prata;Interior;Setembro;24;7797;1729;2;14267
3500501;Águas de Lindóia;Interior;Setembro;20;18374;3275;0;6013
3500550;Águas de Santa Bárbara;Interior;Setembro;4;5931;1106;1;40446
3500600;Águas de São Pedro;Interior;Setembro;14;3122;764;1;361
3500709;Agudos;Interior;Setembro;164;36134;5524;4;96671
3500758;Alambari;Interior;Setembro;12;5779;830;0;1596
3500808;Alfredo Marcondes;Interior;Setembro;9;3927;907;0;11892
3500907;Altair;Interior;Setembro;12;4036;552;0;31301
3501004;Altinópolis;Interior;Setembro;27;15553;2980;0;92896
3501103;Alto Alegre;Interior;Setembro;10;4017;964;0;31857
3501152;Alumínio;Interior;Setembro;87;17972;2230;0;8366
3501202;Álvares Florence;Interior;Setembro;11;3621;991;1;36241
3501301;Álvares Machado;Interior;Setembro;60;23789;4267;2;34765
3501400;Álvaro de Carvalho;Interior;Setembro;7;5044;583;1;15366
3501509;Alvinlândia;Interior;Setembro;2;3176;505;0;8488
3501608;Americana;Interior;Setembro;1185;233458;40276;42;13391
3501707;Américo Brasiliense;Interior;Setembro;172;40243;4465;7;12279
3501806;Américo de Campos;Interior;Setembro;45;5736;1267;2;25288
3501905;Amparo;Interior;Setembro;387;69639;12727;3;44532
3502002;Analândia;Interior;Setembro;2;4850;813;1;32595
3502101;Andradina;Interior;Setembro;703;56054;10776;20;96423
3502200;Angatuba;Interior;Setembro;32;24501;3775;3;102729
3502309;Anhembi;Interior;Setembro;5;6672;975;0;73656
3502408;Anhumas;Interior;Setembro;42;3963;680;0;32084
3502507;Aparecida;Interior;Setembro;104;35709;6043;1;12108
3502606;Aparecida d'Oeste;Interior;Setembro;79;4132;997;2;179
3502705;Apiaí;Interior;Setembro;30;24666;3685;0;97432
3502754;Araçariguama;Interior;Setembro;72;20980;2193;1;1452
3502804;Araçatuba;Interior;Setembro;889;190469;35257;23;116713
3502903;Araçoiaba da Serra;Interior;Setembro;70;32390;5103;1;25533
3503000;Aramina;Interior;Setembro;30;5496;980;4;20283
3503109;Arandu;Interior;Setembro;11;6165;1030;1;28591
3503158;Arapeí;Interior;Setembro;2;2471;433;0;1569
3503208;Araraquara;Interior;Setembro;1159;227618;40188;17;100363
3503307;Araras;Interior;Setembro;1092;131057;21594;15;64483
3503356;Arco-Íris;Interior;Setembro;3;1816;414;0;2649
3503406;Arealva;Interior;Setembro;21;8196;1774;0;50497
3503505;Areias;Interior;Setembro;12;3843;562;0;30523
3503604;Areiópolis;Interior;Setembro;26;10857;1303;0;8591
3503703;Ariranha;Interior;Setembro;43;9320;1475;3;13262
3503802;Artur Nogueira;Interior;Setembro;303;52609;6762;8;17803
3503901;Arujá;RMSP (exceto capital);Setembro;315;89744;10776;11;9617
3503950;Aspásia;Interior;Setembro;8;1765;402;0;6937
3504008;Assis;Interior;Setembro;291;101381;18181;2;46061
3504107;Atibaia;Interior;Setembro;523;139606;21916;12;47852
3504206;Auriflama;Interior;Setembro;34;14471;2825;2;4345
3504305;Avaí;Interior;Setembro;28;5288;853;0;54069
3504404;Avanhandava;Interior;Setembro;91;12114;1541;1;33837
3504503;Avaré;Interior;Setembro;217;87538;14398;3;121306
3504602;Bady Bassitt;Interior;Setembro;120;16329;2565;5;11037
3504701;Balbinos;Interior;Setembro;16;3704;306;2;9164
3504800;Bálsamo;Interior;Setembro;181;8524;1712;8;14988
3504909;Bananal;Interior;Setembro;13;10651;1900;0;61643
3505005;Barão de Antonina;Interior;Setembro;10;3383;637;0;15314
3505104;Barbosa;Interior;Setembro;8;7284;1122;0;20521
3505203;Bariri;Interior;Setembro;253;33993;6061;3;44441
3505302;Barra Bonita;Interior;Setembro;289;34914;6605;10;15012
3505351;Barra do Chapéu;Interior;Setembro;1;5530;802;0;40568
3505401;Barra do Turvo;Interior;Setembro;23;7687;1274;1;100768
3505500;Barretos;Interior;Setembro;1086;118048;20239;31;156616
3505609;Barrinha;Interior;Setembro;205;32338;3336;9;14603
3505708;Barueri;RMSP (exceto capital);Setembro;1063;264390;29409;43;657
3505807;Bastos;Interior;Setembro;16;20301;3549;0;17091
3505906;Batatais;Interior;Setembro;229;60222;10779;3;84953
3506003;Bauru;Interior;Setembro;3723;364225;62416;57;66768
3506102;Bebedouro;Interior;Setembro;589;74155;13801;5;68319
3506201;Bento de Abreu;Interior;Setembro;7;2945;455;0;30169
3506300;Bernardino de Campos;Interior;Setembro;12;10787;2156;0;24416
3506359;Bertioga;Interior;Setembro;135;63290;6351;4;49155
3506409;Bilac;Interior;Setembro;12;7816;1521;0;15803
3506508;Birigui;Interior;Setembro;419;121329;19969;8;53003
3506607;Biritiba Mirim;RMSP (exceto capital);Setembro;89;32338;4381;10;31741
3506706;Boa Esperança do Sul;Interior;Setembro;44;14582;2032;3;69075
3506805;Bocaina;Interior;Setembro;30;12135;1818;0;36393
3506904;Bofete;Interior;Setembro;32;11076;1948;0;65354
3507001;Boituva;Interior;Setembro;287;57292;7426;1;24895
3507100;Bom Jesus dos Perdões;Interior;Setembro;116;24291;3068;2;10837
3507159;Bom Sucesso de Itararé;Interior;Setembro;5;3861;404;0;13358
3507209;Borá;Interior;Setembro;0;812;130;0;11895
3507308;Boracéia;Interior;Setembro;27;4759;739;0;12211
3507407;Borborema;Interior;Setembro;76;15323;2800;5;55226
3507456;Borebi;Interior;Setembro;16;2579;356;0;34799
3507506;Botucatu;Interior;Setembro;521;141135;23520;11;148264
3507605;Bragança Paulista;Interior;Setembro;802;163980;25945;24;51258
3507704;Braúna;Interior;Setembro;20;5552;1025;1;19518
3507753;Brejo Alegre;Interior;Setembro;27;2768;461;2;10569
3507803;Brodowski;Interior;Setembro;105;23943;3710;4;27846
3507902;Brotas;Interior;Setembro;28;23850;3735;1;110137
3508009;Buri;Interior;Setembro;33;19678;2558;2;119591
3508108;Buritama;Interior;Setembro;62;16596;2947;3;32692
3508207;Buritizal;Interior;Setembro;6;4307;822;3;26642
3508306;Cabrália Paulista;Interior;Setembro;23;4308;695;0;23997
